speaker1,speaker2
" bofu directions to the grocery store eofu bofu Make sure to give me the fastest route please.  eofu bofu OK, what is the address and how close is it? eofu bofu Yes, please, and thank you! eofu"," bofu Navigating you to Safeway. eofu bofu There is no traffic on our way and you should be able to reach in just few minutes eofu bofu Safeway is 4 miles away at 452 Arcadia Pl. Do you need me to set GPS? eofu bofu I set the GPS for you, drive carefully! eofu"
 bofu Is it gonna be cloudy in New York today and tomorrow? eofu bofu Thank you very much car! eofu," bofu There are clear skies in New York today, but it will be cloudy tomorrow.  eofu bofu You're welcome! eofu"
 bofu how's the weather in new york eofu bofu which one is gonna be the lowest temperature in New York during the next week? eofu bofu Thank you! eofu, bofu The weather in New York is frosty eofu bofu Both Tuesday and Sunday are showing low temperatures in the 20Fs in New York this week. eofu bofu You're welcome! eofu
" bofu Car I need a parking garage in the area, pick a quick route too eofu bofu Will i be able to get there quick? eofu bofu Please do eofu bofu Thanks for all your help. eofu"," bofu The Stanford Oval Parking is near. eofu bofu There is heavy traffic on our way but the place it's just 2 miles away, I will find another route for you eofu bofu Route is being displayed on GPS now.  eofu bofu You are welcome eofu"
" bofu Is there a parking garage around here?  eofu bofu Yes please eofu bofu Please pick the quickest way through it and let's go there, thank you! eofu bofu Thank you very much car! eofu"," bofu The Civic Center garage is located 1 mile away; would you like directions? eofu bofu The Civic Center Garage is located at 270 Altaire Walk, it is one mile away, please be advised there is a car collision nearby eofu bofu I have set the quickest route available. eofu bofu You're welcome, I'm here to assist you! eofu"
 bofu What is my home adddress? eofu bofu Thanks. eofu, bofu Your home address is 56 cadwell street. eofu bofu Anytime! eofu
 bofu Is it gonna frost today in Cleveland? eofu bofu Thank you car! eofu, bofu The weather forecast calls today for lowest temperature in Cleveland eofu bofu glad to help eofu
 bofu What is the date and time for the meeting and what is the agenda? eofu bofu Thanks for the info. eofu," bofu You have three meetings scheduled. One on Wednesday at 10am to onboard new members. Another on Thursday at 4pm to discuss the dress code. And one on the 6th at 7pm to discuss dress code. eofu bofu My pleasure, goodbye. eofu"
" bofu Where is a nearby parking garage? eofu bofu Which is the closest of the two? eofu bofu Okay so is there any traffic and where is Webster Garage? eofu bofu Thank you car, set the GPS to go there please! eofu", bofu Stanford Oval Parking and Webster Garage are both close. eofu bofu Webster Garage is closer. eofu bofu Webster Garage is at 880 Ames St and a road block is being reported nearby.  eofu bofu I sent the info on your screen. You're welcome! eofu
 bofu i have to go grocery shopping can you give me directions to the nearest grocery store eofu bofu Yes please.  eofu bofu Is there any traffic? eofu bofu Thanks. eofu," bofu The nearest grocery store is Willows Market. Would you like directions?  eofu bofu Willows Market is located at 409 Bollard St.  eofu bofu There is a road block nearby but we're just 3 miles away, it shouldn't take too long to reach eofu bofu You're welcome! eofu"
" bofu Find home address for me within 4 miles. eofu bofu Please pick the shortest distance to get there, thank you! eofu", bofu Your home is at 56 cadwell street. eofu bofu Set GPS to home at 56 Caldwell Street. Have a great day.  eofu
 bofu Which one will be the lowest temperature in Danville during the next week? eofu bofu Thanks eofu, bofu The lowest temperature this week in danville will be on monday with a low of 20F eofu bofu Anytime. eofu
" bofu where are the nearest coffee shops eofu bofu It's the same, please pick one with a quick route please eofu bofu Yes please. eofu bofu Thank you car, let's go there! eofu"," bofu We're 4 miles away from Starbucks and 4 miles away from Palo Alto Cafe: where do you prefer to go? eofu bofu Palo Alto Cafe is quicker since there is no traffic on route. Would you like the address? eofu bofu Palo Alto Cafe is located at 436 Alger Dr, which is 4 miles away with no traffic.  eofu bofu You're welcome, I'm here to assist you! eofu"
 bofu what time is my doctor appointment eofu, bofu Your doctors appointment is at 10am on Tuesday. eofu
" bofu what's the temperature eofu bofu Tell me, what is the temperature in Grand rapids right now. eofu bofu Thank you eofu", bofu What city do you want the weather for? eofu bofu The temperature in Grand Rapids shows a low of 70F and a high of 80F. eofu bofu No problem! eofu
" bofu I need the fastest route to the hospital. eofu bofu OK, please give me directions via the fastest route.  eofu bofu Thanks for the information.  eofu"," bofu Nearest hospital is located at 611 Ames Ave. called Palo Alto Medical Foundation.  eofu bofu We're 4 miles away and there is moderate traffic on our way, I sent the route on your map eofu bofu You're welcome! eofu"
 bofu Car I wanna do shopping: is there any shopping center near my current location? eofu bofu What is the address? eofu bofu Sounds great. Let's go there. eofu," bofu Stanford Shopping Center is 2 miles away. eofu bofu Stanford Shopping Center is located at 773 Alger Dr.  eofu bofu Setting navigation, we should arrive shortly.  eofu"
 bofu What time and date is my doctor appointment? eofu bofu Thanks.  eofu, bofu Two doctor appointments are set in your calendar; one on the 1st on 6 pm and one on the 6th at 2 pm.  eofu bofu My pleasure.  eofu
" bofu Where can I get pizza? eofu bofu What is the address? eofu bofu Pick a quick route and let's go there, thank you! eofu"," bofu There is a Dominos nearby. eofu bofu 776 Arastradero Rd, we're 3 miles away eofu bofu You are welcome. eofu"
" bofu I need information about my conference.  eofu bofu Ok, great. eofu", bofu Your conference is on Saturday at 7pm with HR in conference room 50 to discuss the company picnic.  eofu bofu you're welcome eofu
 bofu When is the next yoga lesson and who is coming with me? eofu bofu Please give me the information for Tuesday. eofu bofu Please give me the information for Thursday. eofu bofu Thanks. eofu, bofu you have one yoga activity on tuesday and one on thursday. which one are you interested in? eofu bofu Your yoga activity on Tuesday is at 9am with your mother. eofu bofu Your yoga activity on Thursday is at 5pm with Jon. eofu bofu You're welcome.   eofu
 bofu What is the date and time for my yoga activity? eofu bofu Thanks.  eofu," bofu You have four yoga activities scheduled. One is on Monday at 9am, another is on Thursday at 7pm, another is on the 9th at 11am, and the last is on the 16th at 2pm. eofu bofu Glad i can help. eofu"
" bofu is it going to snow in the next week eofu bofu Will it snow in Menlo Park? eofu bofu Okay, thank you! eofu", bofu What city would you like this information on? eofu bofu It will not be snowing in Menlo Park this week! eofu bofu No problem! eofu
 bofu schedule of yoga class eofu bofu Thank you.  eofu, bofu The yoga class is Monday at 3PM eofu
 bofu quickest route home eofu bofu Thank you car! eofu," bofu There is moderate traffic on our way but we're just 4 miles away from home, I sent the route on your screen eofu bofu You're welcome; drive carefully.  eofu"
" bofu what is the weather like right now eofu bofu Exeter, please. Is it humid? eofu bofu Thanks so much.  eofu"," bofu What city do you want the weather for? eofu bofu Today is frost in Exeter, with low temperature of 50F, and high of 60F eofu bofu You're welcome.  eofu"
" bofu How far away from home am I, i need to the route with the shortest distance and the address eofu bofu Thank you very much car! eofu", bofu You're 1 miles away from home whose address is 5671 barringer street. Since there is no traffic on our way I already picked the shortest route and I sent it on your screen eofu bofu No problem eofu
 bofu What is the date and location of my meeting and who is attending? eofu bofu Great! eofu," bofu I have you for two meetings, one is in conference room 102 with the Vice President on the 12th, and one is in conference room 100 with Sales Team on the 15th. eofu bofu No problem. eofu"
 bofu take me to a chinese restaurant eofu bofu How's the traffic to them? eofu bofu I just want the one that has the fastest route eofu bofu Thank you car assistant eofu," bofu There is a Chef Chu's 3 miles away and Jing Jing 6 miles away, which do you prefer? eofu bofu There is a car collision before reaching both places, but I might find another route if you tell me which one you prefer eofu bofu chef chu's is 3 miles away at 593 Arrowhead Way. Setting navigation now.  eofu bofu You are welcome driver! eofu"
" bofu give me directions to a coffee shop eofu bofu OK, please give me an address and directions via a route that avoids all heavy traffic.  eofu bofu Thanks can you give me the address please.  eofu bofu Let's go there, thank you car! eofu"," bofu there is a coffee shop, Teavana,  1 mile away eofu bofu I will begin turn by turn directions now.  eofu bofu The addres for Teavana is 145 Amherst St. eofu bofu You're welcome! eofu"
" bofu Where is a hospital within 4 miles? eofu bofu What is the address? eofu bofu Yes, please, and pick the shortest distance too, thank you! eofu bofu Thank you.  eofu", bofu Palo Alto Medical Foundation	is 4 miles away. eofu bofu Palo Alto Medical Foundation is at 611 Ames Ave. Do you want me to set the GPS? eofu bofu Setting GPS now. There is moderate traffic on the route to the hospital. eofu bofu Have a safe day. eofu
 bofu where's the nearest place to get a hot cup of tea eofu bofu Please pick a route with no traffic for me and send all the directions on my map! eofu bofu Thank you car! eofu," bofu The nearest is Coupa, 8 miles away, at 394 Van Ness Ave. Would you like directions there? eofu bofu Ok, heading to Coupa eofu bofu You're very welcome! eofu"
" bofu I think I have a friend who lives around here, what is their address, and find me the quickest route there eofu bofu Yes please.  eofu bofu Thank you. eofu"," bofu Jill's house is 8 miles away at 347 Alta Mesa Ave. Would you like directions there?  eofu bofu Setting navigation now. There is a car collision nearby, so please drive carefully.  eofu bofu You're welcome! eofu"
 bofu what is the chance of rain next week eofu bofu Durham eofu bofu Thanks car. eofu, bofu What city are you wanting to know if it's going to rain? eofu bofu Durham is scheduled for rain on Monday with a temperature between 90-100F. eofu bofu You are welcome.  eofu
 bofu need directions to the nearest hotel eofu bofu Can you send me the address? eofu bofu Thank you. eofu, bofu The Four Seasons is located 4 miles away with no traffic. Setting directions now.  eofu bofu The address for Four Seasons is 465 Arcadia Place. eofu bofu glad i could help out eofu
 bofu What time is swimming and who is coming with me? eofu bofu Thank you. eofu," bofu You have two swimming activities schedules. The first is on Monday at 7pm with Jon, and the second is on the 10th at 6pm with your mother.  eofu bofu You are welcome. eofu"
 bofu find a tea shop eofu bofu Pick for me the one with the shortest distance please eofu bofu Thank you.  eofu," bofu There is a Coupa, Cafe Venetia, Philz and Starbucks, which one would you like? eofu bofu Philz is 2 miles away at 483 Alester Ave, and there is currently moderate traffic on the route. Setting directions now.  eofu bofu You're welcome eofu"
 bofu find me somewhere to park eofu bofu Could you please send me its address and pick the quickest route for me? eofu bofu Perfect. eofu," bofu The Palo Alto Garage R is 2 miles away. eofu bofu The garage is located at 481 Amaranta Ave, navigating you now. eofu bofu Drive carefully! eofu"
" bofu find the nearest shopping mall eofu bofu Can you get me the quickest route? eofu bofu That works, thanks. eofu"," bofu The nearest shopping center is Town and Country. eofu bofu Sure, I sent on your screen the route with no traffic, the address is 383 University Ave and we're just 5 miles away eofu bofu You're welcome! eofu"
" bofu will it rain next week eofu bofu San Mateo, please eofu bofu Thanks. eofu", bofu What location are you wondering about? eofu bofu You can expect to see rain on Sunday in san mateo eofu bofu You're welcome.  eofu
" bofu will it be raining in the next 7 days eofu bofu Alhambra eofu bofu Great, thanks eofu", bofu What city are you asking about? eofu bofu There isn't any rain predicted in Alhambra eofu bofu My pleasure.  eofu
" bofu Quickly find me the closest chinese restaurant to my location. eofu bofu Let's try Jing Jing.  eofu bofu Yes, and please pick the shortest distance as well, car! eofu bofu Thank you car! eofu"," bofu I have two chinese restaurants listed; P.F. Changs is 3 miles away with a car collision nearby on the route and Jing Jing a mile away with a road block nearby. Which one do you prefer? eofu bofu Jing Jing is located at 113 Arbol Dr. Do you need me to set the GPS? eofu bofu All the directions are on your screen, drive carefully! eofu bofu You're welcome eofu"
" bofu what will the temperature be for the next week eofu bofu Durham eofu bofu Great, thanks eofu", bofu In what city do you need to hear the weather forecast for? eofu bofu The weekly forecast for Durham shows low temperatures in the 20F and 30F with high temperatures in the 80F. eofu bofu You are welcome. eofu
 bofu Schedule a swimming activity with Marie on the 5th at 10am. eofu bofu Thanks! eofu," bofu Okay, scheduling a swimming activity with Marie on the 5th at 10am. eofu bofu No problem. eofu"
" bofu car what is the weather going to be like in the next several days eofu bofu Carson, please. How will it be the temperature on Tuesday? eofu bofu Thank you! eofu"," bofu For what city would you like that information? eofu bofu The temperature in Carson on Tuesday will be low of 20F, high of 40F eofu bofu You're welcome! eofu"
 bofu Where can I get coffee? eofu bofu The one with less traffic/ eofu bofu What is the address? eofu bofu Yes please. Thanks. eofu bofu Thank you car! eofu," bofu We're 2 miles away from Coupe and 3 miles away from Starbucks: do you have any preference? eofu bofu That is Starbucks. eofu bofu Starbucks is at 792 Bedoin Street. Do you want me to set the GPS? eofu bofu Okay, I will set the GPS.  eofu bofu You're welcome eofu"
" bofu what is the weather like in boston eofu bofu What is the highest temperature? eofu bofu Oh great, thanks.  eofu"," bofu What would you like to know about boston's weather? eofu bofu Sunday is predicted to have the week's highest temperature in boston, at 100F eofu bofu You're welcome.  eofu"
 bofu is it going to be cloudy in the next 7 days eofu bofu Mountain view eofu bofu Thank you. eofu, bofu What city would you like to know about being cloudy? eofu bofu It will not be cloudy in Mountain View this week. eofu bofu You're welcome. eofu
" bofu take me to the nearest cafe eofu bofu Yes, please, if it's the best location you could show me its address on the map and then pick the quickest route to get there eofu bofu Yes, please do that. eofu bofu Thank you, car. eofu", bofu The nearest cafe is 5 miles away. Would you like more info? eofu bofu Philz is the nearest cafe at 5 miles away. It's located at 583 Alester Avenue. Would you like me to set the navigation? eofu bofu Setting GPS for Philz cafe at 583 Alester Avenue 5 miles away with no traffic. eofu bofu You're welcome. eofu
 bofu set reminder for yoga class on the 12th of this month eofu, bofu What time would you like the appointment set for?  eofu
 bofu is it raining today eofu bofu So no rain in Los angeles today then? eofu bofu Great thank you eofu," bofu Today it is only raining in Compton and Atherton. eofu bofu Today is gonna be frost in Los Angeles, with low temperature of 30F, and high of 40F eofu bofu No problem.  eofu"
 bofu Where is the nearest pizza place? eofu bofu Please direct me there via a quick route.  eofu bofu THank you.  eofu, bofu The nearest pizza restaurant is Pizza Hut at 704 El. Camino Real. eofu bofu Setting navigation to quickest route to 704 El Camino Real.  eofu bofu You're welcome! eofu
 bofu Remind me to go to the optometrist at 5pm today with my father. eofu bofu Thanks eofu, bofu I will remind you to go to the optometrist today at 5pm with your father. eofu bofu no problem eofu
" bofu check the weather eofu bofu Check if it will drizzle in Inglewood, weekly please.  eofu bofu Thank you. eofu", bofu What city would you like weather information about? eofu bofu It will not drizzle in Inglewood this week. eofu bofu Anytime. eofu
 bofu Set an event for football game this week at 5pm with my brother.  eofu bofu Friday. Thanks.  eofu," bofu Okay scheduling a football event with your brother for this week at 5pm. Any particular day in mind? eofu bofu I've set the day. Have fun, goodbye. eofu"
" bofu What day is my meeting?  eofu bofu Who is attending? eofu bofu Thank you! eofu bofu Okay and you said at 7pm? Got it! eofu bofu No, thank you very much! eofu"," bofu Your meeting is Friday at 7 pm.  eofu bofu You are attending the meeting with Sales team.  eofu bofu You're welcome. Don't forget it's in conference room 100, and you will be discussing dress code! eofu bofu Will there be anything else? eofu bofu happy to help eofu"
" bofu is there snow in the forecast for the week eofu bofu redwood city eofu bofu That's cool, thank you car! eofu", bofu Can you tell me what location you need this forecast for? eofu bofu The weather forecast does not predict any snow will fall in redwood city this week eofu bofu You're welcome.  eofu
 bofu Will it be snowing in Mount View over the next 2 days? eofu bofu Thanks eofu, bofu It should not be snowing over the next 2 days in mountain view eofu bofu you are welcome eofu
 bofu Will it be foggy in Carson over the weekend?  eofu bofu Thank you eofu," bofu Fog is not predicted in carson this weekend. eofu bofu You're welcome, my pleasure.  eofu"
" bofu Is it going to drizzle in Boston this week? eofu bofu Thanks, that's great! eofu", bofu It's not gonna drizzle in Boston this week eofu bofu you're welcome eofu
" bofu What is the date of my lab appointment and who will be attending it? eofu bofu That will do, thanks!  eofu"," bofu I have two lab appointments, which one did you want? One is for the 9th at 9 am with Ana and one is for the 13th at 4pm with your brother.  eofu bofu Anytime. eofu"
 bofu add my dentist appointment to the calendar eofu bofu The 12th at 11 am please eofu bofu okay thank you.  eofu," bofu I will add it, what date and time would you like?  eofu bofu Added your dentist appointment on the 12th at 11 am to the calendar.  eofu bofu Glad to help eofu"
" bofu What people have sent an RSVP or responded for the party so far? What time will the party begin? What activities are on the agenda for the party? eofu bofu What time is my conference, who is attending, and what is the agenda? eofu bofu Thanks eofu", bofu You do not have any parties on your schedule. eofu bofu You have two conferences scheduled. One is Saturday at 3pm with the sales team to go over the quarterly report. The other is on the 5th at 5pm with the sales team to discuss the merger. eofu bofu Glad i can help. eofu
" bofu search for nearby cafe eofu bofu OK, please give me the address and directions via a quick route.  eofu bofu Great, thank you eofu"," bofu We're 5 miles away from Teavana with heavy traffic on its direction but I'm afraid this is the best option eofu bofu Setting directions to 145 Amherst St now.  eofu bofu You're welcome; drive carefully, and enjoy. eofu"
" bofu I need to schedule a lab appointment.  eofu bofu Please set it for 7pm on August 3rd. My mother will be there as well. eofu bofu Nope, that's it! eofu"," bofu What day and time shall I set a reminder for your lab appointment? eofu bofu Okay perfect, I have that all scheduled for you. Can I help with anything else? eofu bofu no problem eofu"
" bofu will it be cloudy eofu bofu Carson, please. eofu bofu Thank you for that Car.  eofu", bofu  What location do you want the weather for? eofu bofu The weather forecast for Carson does not show that it will be cloudy at all. eofu bofu You're welcome! eofu
 bofu is there dew on the weekend eofu bofu San Mateo. eofu bofu Thank you. eofu bofu That will be all. eofu, bofu What city are you inquiring about? eofu bofu There will not be dew this weekend in San Mateo. eofu bofu Anytime. eofu bofu Have a great day.  eofu
 bofu is it going to snow any this week eofu bofu Oakland. eofu bofu Thanks. eofu, bofu What city do you want to find out if there will be snow in? eofu bofu This week it won't snow in Oakland eofu bofu You're welcome. eofu
 bofu What is the location and agenda of my next meeting and who will be attending? eofu, bofu The location is conference room 100. Your boss will be attending. eofu
" bofu directions to the grocery store eofu bofu Is it within 3 miles from my current location? eofu bofu And is there any traffic? eofu bofu I guess I will have to deal with it, set the GPS to there.  eofu bofu Thank you. eofu", bofu There is one nearby grocery store which is Whole Foods on 819 Alma St. Is that acceptable?  eofu bofu Yes it is only 2 miles away.  eofu bofu There is currently heavy traffic to 819 Alma St. eofu bofu Navigating to Whole Foods. eofu bofu You're welcome! eofu
" bofu can i get the two day weather report eofu bofu New York, will it be humid? eofu bofu Thank you eofu"," bofu What city would you like to hear the two day weather report from? eofu bofu Yes, today's forecast states that it is humid in New York. eofu bofu You're welcome! eofu"
 bofu what time is my meeting scheduled eofu, bofu Your meeting is scheduled for 3 pm. eofu
" bofu give me the weekly weather forecast eofu bofu Menlo Park is where I need to know about.  eofu bofu Will it be dry any day? eofu bofu Okay perfect, thanks! eofu"," bofu Please tell me what city you would like the weather forecast for? eofu bofu The weather in Menlo Park is going to be mostly rain with the highs in the 70s and lows in the 20s.  eofu bofu It will only be windy on friday, all other days have rain or drizzle. eofu bofu No problem! Have a great day. eofu"
" bofu What gas stations are near? eofu bofu How's the traffic there? eofu bofu What is the address? eofu bofu Pick a route with no traffic please and let's go there, thank you! eofu bofu Thanks for the help.  eofu"," bofu We're 2 miles away from Chevron eofu bofu There is no traffic to Chevron. eofu bofu Chevron is located at 783 Arcadia Pl. I sent the address to the navigation.  eofu bofu Setting GPS to Chevron at 783 Arcadia Pl. You're welcome.  eofu bofu You're welcome, happy to help. eofu"
 bofu Is it raining in Fresno now? eofu bofu Okay thank you eofu, bofu It is not raining in fresno right now eofu bofu glad i could help out eofu
 bofu Is it being frost today in San Jose? eofu bofu Thank you. eofu, bofu There is no frost in San Jose today. eofu bofu Anytime. eofu
" bofu what are the directions to the mall eofu bofu Yes, I need a route with no traffic.  eofu bofu Thanks so much.  eofu"," bofu The midtown shopping center is 3 miles away, would you like directions? eofu bofu I've set the navigation to its address, 338 Alester Ave, there should be no traffic eofu bofu glad to help eofu"
 bofu What is the date and time of my next dentist appointment? eofu bofu Okay thank you car. eofu, bofu Your next dentist appointment is on the 3rd at 7 pm. eofu bofu You are welcome driver. eofu
" bofu i'm taking medicine on the 7th eofu bofu Please set it for 3pm. My aunt will also be there. eofu bofu Great, I appreciate it. Thanks! eofu"," bofu Setting a reminder to take your medicine on the 7th, what time should I add? eofu bofu Okay, setting a reminder to take medicine on the 7th at 3 pm with your aunt. eofu bofu happy to help eofu"
 bofu Where can I get tea? eofu bofu What is Coupas address? eofu bofu Thanks! eofu," bofu Coupa is 5 miles away, Palo Alto Cafe is 4. eofu bofu Coupa is at 394 Van Ness Ave. eofu bofu Anytime! eofu"
" bofu Please give me the address and directions to my friend's house within 5 miles of here, avoiding all heavy traffic.  eofu bofu Thanks.  eofu"," bofu Jacks house is at 864 Almanor Ln, 4 miles away. Setting navigation now.  eofu bofu You're welcome! eofu"
" bofu What's the lowest temperature in redwood city this week? eofu bofu Thanks. eofu bofu No, that's all.  eofu"," bofu It will be 30F in Redwood City on Monday. eofu bofu You're welcome, anything else? eofu bofu Great and hope you have a great day.  eofu"
" bofu Im heading home, what is the address and find me the quickest route with no traffic eofu bofu Sounds great, how's the traffic? eofu bofu Ok sounds good. Set the GPS please. eofu"," bofu The quickest route home is 2 miles away at 56 Cadwell Street.  eofu bofu There is moderate traffic noted on the route. eofu bofu All set, have a safe trip.  eofu"
" bofu what's the weather like today eofu bofu San Francisco, what's the weather report for today? eofu bofu Great, thank you eofu"," bofu  What location do you want the weather for? eofu bofu Today is gonna be dry in San Francisco, with low temperature of 40F, and high of 50F eofu bofu You're welcome! eofu"
" bofu I need a grocery store near me, with no traffic. eofu bofu Yes, please give me the address and directions via the route that avoids all heavy traffic.  eofu bofu Awesome thanks eofu", bofu There is Willows Market 1 miles away and the road should be free from cars: is it good for you? eofu bofu Willows Market is located at 409 Bollard St. with no traffic reported.  eofu bofu No problem eofu
 bofu When is my swimming activity and who is attending? eofu bofu The activity on the 8th. eofu bofu Thank you. eofu," bofu You have a swimming activity scheduled for Friday, Monday, Thursday, and on the 8th, which one would you like the information about? eofu bofu Your swimming activity on the 8th is at 11am with Jon. eofu"
" bofu Schedule a swimming activity with my brother on August 22nd at 2pm. eofu bofu Great, thank you. eofu"," bofu Okay, scheduling a swimming activity with your brother for August 22nd at 2pm. eofu"
 bofu get me the weather forecast for the next 7 days eofu bofu I need the 7 day forecast for Danville.  eofu bofu Thanks. eofu," bofu For what city would you like the weather forecast for the next 7 days? eofu bofu In Danville is gonna be overcast on Monday, hail on Tuesday, overcast again on Wednesday, foggy on Thrusday, misty on Friday, stormy on Saturday, snow on Sunday eofu bofu You are welcome. eofu"
 bofu remind me i have a doctors appointment on the 12th at 5 pm eofu bofu The 5 pm appointment is at 5 pm. eofu, bofu What time should I remind you that you have a doctors appointment?  eofu
" bofu look for parking eofu bofu Yes, please, send on my screen a route with no traffic to reach there! eofu bofu Is there a quickest route to reach? eofu bofu Thanks eofu"," bofu The nearest parking is Palo Alto Garage, about 5 miles from you. The address is 481 Amaranta Avenue. Would you like directions? eofu bofu There is a car collision on route. eofu bofu I sent on your map the best route, drive carefully! eofu bofu You're welcome; drive carefully. eofu"
 bofu Over the next few days in camarillo will there be any rain? eofu bofu Thank you very much car! eofu, bofu It shouldn't be raining in Camarillo for the whole week eofu bofu glad i could help out eofu
 bofu Find me the closest parking garage. eofu bofu What is the address? eofu bofu Yes sounds good.  eofu," bofu The closest parking garage is Dish Parking and it is 2 miles away. eofu bofu Dish Parking's address is 550 Alester Avenue. Do you want me to set the GPS? eofu bofu Okay, heading to Dish Parking eofu"
 bofu give me directions home eofu bofu 123 Elm St eofu," bofu I am sorry, but I don't see the address for home in your information. Can you provide the address please? eofu bofu Thank you, I've set my GPS, you should arrive in just few minutes eofu"
 bofu take me to the parking garage closest to my destination eofu bofu Well shoot. I am kind of in a hurry but this will do. Set the navigation please and thanks for the help.  eofu, bofu The closest parking garage is Webster Garage at 880 Ames Ct. There is a car collision nearby but it is 3 miles away. eofu bofu Navigation set and happy to help.  eofu
" bofu tell me what the weather will be like tomorrow eofu bofu Oakland, please. eofu bofu Awesome, thank you eofu"," bofu What location do you want the weather for? eofu bofu Tomorrow in Oakland it will be raining, with a low of 60F and a high of 80F. eofu bofu you are welcome eofu"
 bofu On what day will be the lowest temperature this weekend in compton? eofu bofu Thank you. eofu," bofu The lowest temperature in Compton will be on Tuesday, Saturday, or Sunday. eofu bofu You are welcome. eofu"
 bofu what's the temperature outside like today eofu bofu Exeter eofu bofu Thanks for the information.  eofu, bofu What location would you like the temperature for? eofu bofu It is 30-40F outside in Exeter today. eofu bofu You're welcome! eofu
 bofu Please add my optometrist appointment to my schedule for August 3rd. eofu bofu Please set it for 4pm. eofu," bofu Okay great, what time would you like to set it for? eofu bofu I've set the appointment for you eofu"
 bofu What time is my meeting and at what location? eofu bofu Where is the meeting? eofu bofu What is the purpose of this meeting? eofu, bofu Your meeting is scheduled on the 3rd at 11am. eofu bofu Your meeting is in the 100 conference room. eofu
" bofu Will it drizzle in San Mateo this weekend? eofu bofu Sounds wonderful, thank you so much for your help.  eofu", bofu No it's supposed to be hot and sunny on Saturday and clear on Sunday in San Mateo.  eofu bofu happy to help eofu
" bofu What is the address of my friends house? eofu bofu Yes, please, just pick a route to avoid all heavy traffic eofu bofu Thanks! eofu", bofu Your friend house is on 347 Alta Mesa Ave: do you want me to set the GPS to that location? eofu bofu Navigating to your friend's house. eofu bofu You are welcome! eofu
 bofu take me to the nearest chinese restaurant eofu bofu Please pick the fastest route and let's go there! eofu bofu Thanks so much.  eofu," bofu The nearest one is Mandarin Roots, it's just 1 miles away and there is no traffic too eofu bofu Mandarin Roots is located at 271 Springer Street and navigation is set.  eofu bofu You're welcome, have a good day.  eofu"
" bofu is there any traffic on the route home eofu bofu Ok send me the address and set the GPS. I have to get home.  eofu bofu If you can avoid all heavy traffic, thanks! eofu", bofu Currently there is heavy traffic on the route home. eofu bofu Setting GPS to 56 cadwell street. eofu bofu Sounds great. You're welcome.  eofu
" bofu show me the direction to the closest mall eofu bofu Yes, please, if it's the best location send me the quickest route on screen eofu bofu Thanks.  eofu", bofu We are 6 miles away from Stanford Shopping Center: send you the address on screen? eofu bofu Showing you the route to Stanford Shopping Center. eofu bofu You're welcome. The shopping center is located at 773 Alger Drive.  eofu
 bofu i need to schedule a doctor's appointment eofu, bofu What day and time is the doctor's appointment? eofu
" bofu What is the date of my lab appointment and who is coming with me . eofu bofu The one with my sister. eofu bofu Alright, thanks. eofu"," bofu For which one? I have two, one with your brother at 5 pm on the 9th and one with your sister at 9 am on the 13th. eofu bofu The lab appointment with your sister is on the 13th at 9 am.  eofu"
" bofu Who is going with me to the lab appointment and what day is it? eofu bofu Okay, wonderful. Thank you! eofu", bofu your lab appointment is on sunday with Martha eofu bofu no problem eofu
 bofu is it going to be hot on friday eofu bofu Grand Rapids eofu bofu Thanks. eofu, bofu  What location do you want the weather for? eofu bofu It will not be hot in Grand Rapids on Friday. eofu bofu You're welcome. eofu
 bofu confirm that the meeting for the 12th this month is on at approximately 5 pm eofu, bofu Your meeting is scheduled for the 12th of this month at approximately at 5 pm.  eofu
" bofu get me directions to the nearest coffee shop eofu bofu Great, please find the fastest possible route to get there.  eofu bofu That's great, thank you car! eofu"," bofu The nearest coffee shop is 6 miles away at 792 Bedoin Street and there is no traffic. eofu bofu I've already set the GPS and there is no traffic now, you should reach there in few minutes eofu bofu happy to help eofu"
 bofu tell me the weather forecast for this week eofu bofu Will it rain anytime this week in San Mateo? eofu bofu Thanks eofu, bofu What city do you want the weather for? eofu bofu No there is no rain in the forecast for San Mateo this week.  eofu bofu You are welcome. eofu
" bofu check weather for new york city eofu bofu The current weather, please. eofu bofu Thank you! eofu", bofu What time period are you interested in? eofu bofu In New York it is windy with a high of 80F and low of 60F eofu bofu You're welcome! eofu
 bofu give me the forecast for the next 7 days eofu bofu New York. eofu bofu the next 7 days eofu bofu Thanks. eofu," bofu For which city would you like that info for? eofu bofu What days are you interested in? eofu bofu The forecast for New York says you can expect it to be cloudy, drizzle, overcast, raining clear skies, and foggy over the next 7 days. eofu bofu You're welcome. eofu"
 bofu set an appointment to get shots next week eofu bofu I'd like to set the appointment for 7pm on December 12th. eofu, bofu What day and time would you like it set for? eofu
 bofu Remind me about dinner at 6 pm with my brother eofu bofu the 10th. eofu," bofu Setting a 6 pm dinner reminder with your brother, for what date? eofu bofu Okay, setting a dinner reminder for this week at 6 pm with your brother. eofu"
" bofu Where is a rest stop within 5 miles? eofu bofu Which can i get to that has the least amount of traffic? eofu bofu Ya, I agree car, please set the GPS to go there, thank you! eofu bofu Thank you car! Seriously, thank you! eofu", bofu There is a Four Seasons and a Comfort Inn near. eofu bofu Comfort Inn is 6 miles away and has moderate traffic. So seems like our best option.  eofu bofu You're welcome; drive safely.  eofu bofu Not a problem! eofu
